86 46 73 125 57 6 151 45 19 147 170 334 188 82 9 11 180 184 4 
116 53 110 231 67 12 217 31 24 165 231 692 222 67 16 28 192 206 3
89 46 77 125 52 10 156 44 20 160 171 351 177 78 7 17 183 191 1 
89 48 85 189 64 8 169 39 20 153 188 427 190 64 16 5 195 201 3
83 41 70 155 65 7 144 46 19 141 168 309 147 71 4 12 188 195 4 
88 43 84 136 55 11 154 44 19 150 174 350 164 73 6 2 185 196 1 
96 47 103 215 69 10 200 33 23 147 220 598 200 73 6 6 187 194 2
88 37 57 132 62 6 135 50 18 125 151 265 144 83 16 16 180 184 3
98 38 66 130 55 7 130 51 18 138 160 251 123 69 3 12 191 194 1 
89 45 81 246 102 43 155 44 20 160 200 347 177 90 9 17 183 192 1 
87 42 76 159 65 5 155 42 19 138 184 362 157 76 6 12 189 193 4 
93 36 63 139 57 8 132 50 18 136 158 260 121 67 3 27 193 201 1 
109 55 102 169 51 6 241 27 26 165 265 870 247 84 10 11 184 183 4 
90 38 75 164 64 7 151 43 19 131 168 345 139 66 0 0 195 204 4 
98 52 86 207 69 5 192 33 22 161 212 570 221 75 4 6 194 195 4 
82 37 66 126 54 7 132 52 18 127 148 252 142 72 17 7 183 187 3
91 40 98 192 64 9 177 38 21 135 194 465 165 66 9 35 195 205 3
98 40 77 171 61 6 172 37 21 139 197 457 141 72 4 17 199 201 4 
106 53 98 193 60 10 215 31 24 169 224 681 218 73 8 21 188 197 3
93 43 78 166 59 7 151 44 19 141 182 342 174 68 15 2 193 197 2
94 37 72 193 72 6 158 41 19 133 184 385 127 70 0 14 200 204 4 
89 36 68 149 60 8 133 50 18 134 153 265 119 62 6 18 201 209 1 
85 45 70 130 58 8 151 45 19 146 171 334 187 79 2 5 181 186 4 
86 45 73 152 63 6 149 44 19 145 170 335 176 71 6 1 189 196 4 
106 48 107 202 61 10 207 32 24 153 227 635 200 70 5 28 190 203 3
107 52 103 186 57 11 214 31 24 162 217 676 189 66 6 5 189 198 2
109 51 100 197 59 10 192 34 22 161 210 553 195 64 14 3 196 202 2
109 48 107 215 62 10 205 32 23 158 222 624 168 65 9 32 195 206 2
90 50 90 188 61 10 181 36 21 158 211 492 220 69 6 19 191 199 3
93 45 83 142 56 10 157 43 20 155 180 364 188 75 1 21 184 197 1 
82 41 70 155 64 7 148 45 19 138 172 328 152 72 5 17 187 195 4 
96 52 104 222 67 9 198 33 23 163 217 589 226 67 12 20 192 201 2
90 42 63 126 55 7 152 45 19 142 173 336 173 81 0 15 180 184 4 
93 40 62 117 49 7 131 52 18 145 160 249 156 78 8 6 184 184 1 
91 41 66 131 56 9 126 53 18 144 159 237 155 72 3 10 191 194 1 
95 45 105 208 64 10 187 36 22 150 202 520 158 64 7 32 198 211 3
89 37 51 111 54 5 120 56 17 127 138 213 147 82 7 4 181 183 1 
102 51 92 194 60 6 220 30 25 162 247 731 209 80 7 7 188 186 4 
105 54 100 220 69 10 221 30 25 170 232 718 202 73 0 13 187 199 3
113 57 109 194 56 6 260 26 28 175 288 982 261 85 11 21 182 183 4 
87 43 65 127 56 8 149 46 19 143 169 322 171 85 6 3 180 182 4 
98 51 96 203 66 10 188 35 22 157 207 533 231 68 10 1 191 199 3
94 38 88 179 60 7 170 39 21 131 188 435 144 66 2 28 195 204 3
82 44 63 123 54 7 151 45 19 147 166 329 185 81 3 4 179 182 4 
106 49 96 201 61 10 181 36 21 158 197 494 180 62 19 15 202 209 2
89 44 82 136 54 6 149 45 19 144 170 332 168 68 10 14 188 193 2
93 43 88 170 66 9 150 45 19 147 164 334 143 65 2 17 196 206 1 
89 38 80 169 59 7 161 41 20 131 186 389 137 68 5 15 192 197 3
98 44 78 160 63 8 142 47 18 148 160 300 171 63 19 2 201 207 1 
104 52 96 188 59 9 188 35 22 161 206 530 205 67 11 8 193 200 2
99 57 109 220 66 11 221 30 25 176 234 725 236 70 10 25 188 200 2
86 42 65 125 54 7 150 45 19 140 171 327 172 85 2 8 180 182 4 
107 57 102 184 55 7 234 28 26 171 243 822 229 77 7 11 187 187 4 
109 54 103 205 63 11 222 30 25 175 229 720 213 71 6 14 187 200 3
89 44 76 125 54 10 156 44 20 151 163 352 176 76 12 12 184 193 1 
99 51 88 188 62 5 203 32 23 158 222 625 219 77 8 26 191 190 4 
97 45 91 161 63 10 151 45 19 148 166 334 171 65 18 20 197 205 1 
87 41 73 158 64 7 151 44 19 138 175 341 152 73 3 8 190 194 4 
89 40 72 155 63 7 146 45 19 135 175 321 145 72 4 10 192 196 4 
86 40 75 146 62 6 140 48 18 135 158 290 162 72 3 21 183 190 2
83 37 54 131 61 4 135 50 18 127 152 271 141 85 3 6 180 183 3
102 54 101 190 58 10 222 30 25 171 224 728 203 71 13 6 189 198 2
99 55 101 219 68 10 224 30 25 178 228 737 213 74 11 20 187 196 2
101 54 106 188 57 7 236 28 26 164 256 833 253 81 6 14 185 185 4 
117 52 110 228 65 12 212 31 24 163 228 668 220 66 21 25 194 205 3
88 44 77 167 59 6 151 44 19 145 175 343 177 64 9 12 202 208 2
95 44 84 158 62 10 145 46 19 148 163 312 166 64 10 6 199 206 1 
89 40 69 147 58 6 132 50 18 137 155 260 151 61 16 6 203 209 2
97 46 101 210 66 8 192 35 22 151 208 546 169 66 1 32 191 200 2
88 38 58 137 60 5 148 46 19 131 163 319 157 86 12 0 180 183 3
91 46 78 148 61 9 147 45 19 152 168 323 199 70 13 11 189 200 1 
81 47 69 146 64 6 151 44 19 147 171 340 195 75 5 0 183 188 4 
98 50 90 192 63 9 177 37 21 155 195 472 197 65 10 1 193 201 3
93 42 88 188 62 10 183 36 21 141 208 504 168 70 3 12 189 197 2
91 45 76 171 69 7 150 44 19 144 170 340 179 69 12 1 195 201 4 
109 49 109 193 59 10 207 32 24 156 225 635 213 70 13 31 191 202 3
87 45 82 164 60 8 156 42 19 144 181 366 174 70 2 2 190 196 2
100 49 96 206 63 9 186 35 22 156 202 519 176 62 3 5 197 205 2
108 52 109 182 55 12 216 31 24 171 229 687 214 72 10 28 189 201 3
101 46 105 195 61 10 198 34 23 150 213 578 195 66 7 38 192 205 3
95 47 81 176 59 7 168 39 20 152 196 425 185 67 4 4 191 198 3
89 47 85 147 58 10 153 44 19 151 175 349 186 74 13 7 186 197 1 
87 45 77 153 59 7 154 44 19 145 181 350 172 75 15 14 184 189 2
108 54 105 203 62 11 202 33 23 164 216 608 235 68 12 3 190 200 3
90 47 85 149 60 10 155 43 19 155 179 355 186 75 1 5 185 196 1 
82 37 59 134 63 7 135 51 18 128 151 264 143 82 11 24 179 185 3
84 45 68 148 64 6 146 46 19 142 168 317 180 75 5 1 183 187 4 
89 47 81 156 57 8 161 41 20 149 187 388 197 72 9 15 187 193 2
96 41 77 177 64 5 177 36 21 134 205 485 148 74 0 4 196 198 4 
97 45 72 187 71 5 161 40 20 144 178 399 186 70 7 7 196 203 4 
97 47 87 164 64 9 156 43 20 149 173 359 182 68 1 13 192 202 1 
96 47 77 204 72 6 167 38 20 150 188 429 182 69 6 16 199 203 4 
87 36 53 117 58 4 118 57 17 125 138 205 138 85 9 15 180 183 1 
